,sync_index,point_id,x_coord,y_coord,z_coord
73,2,12,-0.09564341356013678,-0.30037092252785613,0.06889362026566456
74,2,13,0.27627969117945994,-0.49019891517771813,-0.1355290079993123
75,2,14,-0.07799076481674966,-0.15959269439349655,-0.23918582468130317
76,2,23,0.20204397400065469,-0.301426531189295,-0.17359080001217655
77,2,24,0.051441159899386975,-0.21280112776144608,-0.19529151195770722
78,2,25,0.24309434447081354,-0.3127773246523289,-0.3123001987305345
79,2,26,0.04510603747066051,-0.2608287883932373,-0.3209880705159242
80,2,27,0.31505931877584165,-0.17173164629613513,-0.44037863014710626
81,2,28,0.06373822967163195,-0.2832070679471684,-0.32662804236676174
82,2,29,0.3210476390298698,-0.1605790036676656,-0.43354564930972794
83,2,30,0.10541081882439884,-0.2415183067607195,-0.34728332574352205
84,2,500,-0.02545801941852059,-0.5309605127273398,0.06555104649598607
85,2,504,-0.036699588309610086,-0.5544105611547775,0.08355946880731872
86,2,633,-0.04847563045581871,-0.5329941982991572,0.12972528922087317
87,2,699,-0.012141307746402884,-0.5035181437659901,0.03320044712780616
88,2,746,-0.07146440817757152,-0.5167363144560198,0.13417459902797774
89,2,862,-0.01545066850364483,-0.5450282251974797,0.13063954802448705
90,2,966,0.01236857414200946,-0.5504867987875638,0.13669209693021916
91,3,0,-0.018996298644028686,-0.49657647921443937,0.09589387859455657
92,3,1,-0.005860309250354031,-0.5233623933061939,0.13018071670843775
93,3,2,0.008870234033794906,-0.5294679701174859,0.1347482106865353
94,3,3,0.02092615992306323,-0.533686693575574,0.13890585900521277
95,3,4,-0.04259673140757534,-0.4933384766647148,0.1282230704214466
96,3,5,-0.053590957468432364,-0.48354852927839964,0.13114837978649757
97,3,6,-0.06311306252523886,-0.47221189849469525,0.13522857332763777
98,3,7,0.04182303404152243,-0.5309302063674202,0.14901878926459527
99,3,8,-0.0757350772598488,-0.4352352210864349,0.15050770777998254
100,3,9,0.010832446502103741,-0.49460386948034973,0.0757230991154816
101,3,10,-0.026627284801614626,-0.45952362961458204,0.07098466039306717
102,3,11,0.14802098197218472,-0.4859396037556777,0.0798351607837095
103,3,12,-0.09869081025208573,-0.3048643264027792,0.07071360180832226
104,3,13,0.2799739339837648,-0.48292319151244095,-0.14333079397777723
105,3,14,-0.07810664373438218,-0.1598483347673661,-0.2402608990322959
106,3,23,0.2016000103300376,-0.30005658994070816,-0.16988162722168068
107,3,24,0.04605097528403037,-0.21442090500223276,-0.1932431786930755
108,3,25,0.21869213416439878,-0.337364975027472,-0.2952555961472857
109,3,26,0.045269511123942806,-0.2558483518017287,-0.3238890427787596
110,3,27,0.26512599085220445,-0.20937724163390267,-0.4071706566268455
111,3,28,0.06468085876600582,-0.27691402723646164,-0.33061585548988665
112,3,29,0.2659568896151816,-0.21330845057377684,-0.3894122280763149
113,3,30,0.1084290312638842,-0.23232409631476372,-0.3500827697238697
114,3,500,-0.025550950833225464,-0.5310779480291278,0.06471822076540289
115,3,504,-0.03669589594496946,-0.554402156904973,0.0835855447356591
116,3,633,-0.04871937235401481,-0.5337514530589376,0.1301576101241277
117,3,699,-0.01273230239620888,-0.5039948601279115,0.03268774094388844
118,3,746,-0.07222828355903435,-0.516624913195687,0.13489854493410822
119,3,862,-0.014940211933261295,-0.545257742425425,0.13088712353957144
120,3,966,0.01333697288101737,-0.5504619719628943,0.13674393683370364
121,4,0,-0.017590144555111188,-0.49631597487256174,0.09464440375871977
122,4,1,-0.005967792916856233,-0.5235826550258277,0.13005035183250205
123,4,2,0.008170545472558957,-0.5301465349206175,0.13427818018819762
124,4,3,0.02066364625358865,-0.5341515206037308,0.139000850912618
125,4,4,-0.04201489553371986,-0.4934702596242253,0.12785224748909862
126,4,5,-0.05291584550455012,-0.48428852326091865,0.13014380406129483
127,4,6,-0.06243592312187982,-0.4719229586359454,0.13428214704562214
128,4,7,0.04142210760163175,-0.5309829630543269,0.14803021807680625
129,4,8,-0.07585664320787497,-0.4355746153337121,0.1494319926930963
130,4,9,0.010789043143566551,-0.4954173456410275,0.07571977550817449
131,4,10,-0.024112355542498985,-0.462357236389446,0.07037099888794346
132,4,11,0.14921949489416597,-0.48455129015419435,0.07838177514625555
133,4,12,-0.09959152114031727,-0.3054726270402804,0.07065984079563244
134,4,13,0.277586547307289,-0.4850042467090191,-0.14299932876072954
135,4,14,-0.0791816790094954,-0.1620870355543333,-0.24158605171308012
136,4,23,0.2011971285361898,-0.2977332392126676,-0.16937487734150597
137,4,24,0.04040209542473139,-0.2268939337228553,-0.18714828566635747
138,4,25,0.15974923067058602,-0.37272248033877414,-0.26006903121918434
139,4,26,0.039639623371506075,-0.24341302261911477,-0.3223489790589502
140,4,27,0.23831488540345452,-0.19120166935824187,-0.4134543648674704
141,4,28,0.06104177532269578,-0.2798712825476205,-0.3291434069835462
142,4,29,0.23332558907104006,-0.22448279760854079,-0.3809898669120477
143,4,30,0.10115425275209873,-0.2380926404131284,-0.34631128387549837
144,4,500,-0.026000726356014255,-0.5313768602402382,0.06477390953765974
145,4,504,-0.036757093506095705,-0.5544779125942665,0.0830906947360584
146,4,633,-0.04810726541833383,-0.5327372714948384,0.12951998731150438
147,4,699,-0.012751237422995285,-0.5047483702437531,0.03218230377746436
148,4,746,-0.07120659314043455,-0.5158408458825958,0.1342834544221624
149,4,862,-0.014571711716764213,-0.54504855886778,0.13018109496297278
150,4,966,0.013353499919022368,-0.5509633326120794,0.136212591858462
151,5,0,-0.01725713409130974,-0.49619347411184056,0.0933817590898107
152,5,1,-0.005980536790030632,-0.5242589549619875,0.12969626344206367
153,5,2,0.008110678191001738,-0.5302402374201015,0.13397663278077487
154,5,3,0.020594568976130555,-0.5342576444762613,0.13869680298450557
155,5,4,-0.041642409683001265,-0.49317491857302376,0.1269852596726633
156,5,5,-0.05247011324798448,-0.4846064565815545,0.12861258782104515
157,5,6,-0.06238648403188429,-0.47253756281295983,0.13268395310118353
158,5,7,0.041945759505085806,-0.529576248317661,0.14822009844723277
159,5,8,-0.07570813068567755,-0.4350841501597826,0.14977097549979984
160,5,9,0.011320588595874797,-0.49497328930090273,0.0741864784944639
161,5,10,-0.02284368371498598,-0.4654728759862311,0.06916426355639978
162,5,11,0.1502545858797141,-0.4838908422826188,0.07766192970104634
163,5,12,-0.10090496984073712,-0.3090387162878472,0.07118400442340396
164,5,13,0.275686174632975,-0.4867462371175837,-0.14323720867729187
165,5,14,-0.08020220228894945,-0.1640424328902952,-0.2428354298166827
166,5,23,0.1995450956843378,-0.2953585680637343,-0.17055099870240908
167,5,24,0.039278085905161686,-0.22833987187912,-0.187033214971664
168,5,25,0.14656345124195438,-0.38314267006649355,-0.250484666119059
169,5,26,0.03489037360723485,-0.25187748994194753,-0.31226142613837893
170,5,27,0.2079838699417772,-0.23186570271676096,-0.38367099064728305
171,5,28,0.06256756378636517,-0.27295145258459685,-0.340813010796188
172,5,29,0.20986778424295432,-0.24323949410954404,-0.36741118209490914
173,5,30,0.1037782638664791,-0.22633297520952683,-0.360130616833692
174,5,500,-0.026101571501362126,-0.5308542630323273,0.06444594692854164
175,5,504,-0.0368293558814654,-0.5539679563067469,0.08308218487887463
176,5,633,-0.04930670613579859,-0.5336322329883549,0.12935384816212256
177,5,699,-0.012849865774449135,-0.5034248649220179,0.03198869470301848
178,5,746,-0.07304608592714368,-0.5173492673287797,0.13425581453963376
179,5,862,-0.015049904009005724,-0.5448001795358409,0.13040666631561443
180,5,966,0.012773103860513403,-0.5502916389304546,0.13595695596443294
181,6,0,-0.017607278401682167,-0.49785648305976005,0.09368217694082498
182,6,1,-0.005874885078453534,-0.5253860917893126,0.12962249874525508
183,6,2,0.007627884543361098,-0.5311401900459445,0.1335993141467454
184,6,3,0.02008793240243297,-0.5345520495571192,0.13837493176798132
185,6,4,-0.04206838957329483,-0.4935246768432172,0.1272421618748247
186,6,5,-0.052891595937113935,-0.484988671084033,0.12886757441828253
187,6,6,-0.06238648403188429,-0.47253756281295983,0.13268395310118353
188,6,7,0.042176953363026216,-0.529225050850721,0.14889525956402508
189,6,8,-0.0768882370898012,-0.43723966776306317,0.14912235648717326
190,6,9,0.010129683852582083,-0.49580432108347217,0.072716207373417
191,6,10,-0.02342297780138243,-0.4660032733738878,0.0688824813255694
192,6,11,0.1577465002571229,-0.477901482998496,0.07355690165037128
193,6,12,-0.10029571309387254,-0.3079298030596709,0.07154016538734248
194,6,13,0.27223925241756414,-0.49270645490163406,-0.1511802703879989
195,6,14,-0.08014473273040784,-0.16391345746991065,-0.24232074465839848
196,6,23,0.20130731596076865,-0.2888215614664417,-0.17360474142910767
197,6,24,0.039181280486941965,-0.23187764952456946,-0.18570734965079216
198,6,25,0.15003695640889722,-0.3815259920156393,-0.24941653802748204
199,6,26,0.032431958851562366,-0.2640775893973359,-0.2972665801494034
200,6,27,0.22808096147950682,-0.2167242120245201,-0.39395367879827387
201,6,28,0.06484302069929158,-0.27755079359109425,-0.33681254469028105
202,6,29,0.22930252843910978,-0.2281200296836893,-0.3758984533044437
203,6,30,0.09760752231418493,-0.24142083789141766,-0.34924247747633563
204,6,500,-0.025831744038368937,-0.5294563743587162,0.06378168190748701
205,6,504,-0.037173703114596716,-0.5525920352751278,0.08200937431932577
206,6,633,-0.04894179393870471,-0.5316005273470094,0.12827915894233713
207,6,699,-0.013631423761247723,-0.5034348456668085,0.030161027303190886
208,6,746,-0.07299191364357914,-0.5147015545791156,0.1329889138198584
209,6,862,-0.01394171879840175,-0.5436099736779963,0.12902756123032064
210,6,966,0.014550790990444996,-0.549331182843957,0.13458883643665942
211,7,0,-0.017689335978572047,-0.49721587445400217,0.09339885381802425
212,7,1,-0.005486392232685137,-0.5245058497590369,0.1289272062750247
213,7,2,0.00815879199564354,-0.5307213742281259,0.13316593116710201
214,7,3,0.021184299788849746,-0.5337841376918183,0.13827856025098353
215,7,4,-0.04199554882303969,-0.49422455120213393,0.12721338229500215
216,7,5,-0.05276555147868368,-0.4856544698188389,0.1291187044745533
217,7,6,-0.06225047404744073,-0.47325347576742977,0.13293138831712056
218,7,7,0.04298031105759627,-0.5290918268453664,0.15014137482510287
219,7,8,-0.07740600622845059,-0.43690680954111816,0.15007812667216117
220,7,9,0.010084728466858244,-0.49512349014269386,0.07208574568406496
221,7,10,-0.02353260717442917,-0.4653056900233617,0.06853945916945263
222,7,11,0.15773838111177013,-0.4778739812024318,0.0746528179802961
223,7,12,-0.1014391124159286,-0.3048986600817419,0.07228485213265498
224,7,13,0.2784433428555625,-0.48771328287904053,-0.1508071423217078
225,7,14,-0.0798737243590814,-0.16080608176333203,-0.23832575820388854
226,7,23,0.2002418176378165,-0.28844375764991853,-0.17354214312264443
227,7,24,0.03922956891001507,-0.23011292940597133,-0.1863687199593385
228,7,25,0.1887186347156164,-0.3529023447472458,-0.2732469434139427
229,7,26,0.03390928658297187,-0.24222808065716328,-0.3114320362933042
230,7,27,0.2575000920201913,-0.16740191971424384,-0.4297720427867585
231,7,28,0.06917688142088414,-0.2459903269461916,-0.35954908901890487
232,7,29,0.2639361055560318,-0.17423605920631072,-0.41684858955267123
233,7,30,0.1133272349070846,-0.19533882757739116,-0.3839624923348463
234,7,500,-0.025195201454050374,-0.5271873232398518,0.06274637246538578
235,7,504,-0.03651607855052175,-0.5516497435708317,0.0811819795190413
236,7,633,-0.0482395779737551,-0.5311370036646593,0.12755620413950045
237,7,699,-0.011121538458166965,-0.4994227252478966,0.029463200482491972
238,7,746,-0.07176362799598948,-0.5143523858464956,0.13280560462775642
239,7,862,-0.01455726452773176,-0.5429258813596071,0.12851522510487848
240,7,966,0.013471584972230822,-0.5484010745809607,0.1343331942531116
241,8,0,-0.018095745240556252,-0.4974792284395801,0.09428584189917523
242,8,1,-0.005877459245104573,-0.5247676684602376,0.13020750607812678
243,8,2,0.006707696297622508,-0.531133918567662,0.1351571543821106
244,8,3,0.020648045984947575,-0.5336288726552489,0.13984976080508082
245,8,4,-0.042730035258512176,-0.4947094062854695,0.12824071187954708
246,8,5,-0.05343268296698365,-0.48607317121901794,0.13046337571557767
247,8,6,-0.06273033200955573,-0.4742192319992004,0.1342231090476631
248,8,7,0.043613921632469035,-0.5269674913599696,0.15127965135226704
249,8,8,-0.07823425724182605,-0.4362712835915729,0.1500305011460487
250,8,9,0.009534445607805331,-0.4955253450992353,0.07241127088121839
251,8,10,-0.024516588987372478,-0.4660960118979229,0.06918925493368865
252,8,11,0.15864627883113122,-0.47398805311558856,0.07412078535588751
253,8,12,-0.10271776796326025,-0.30500700836214617,0.07184631924836102
254,8,13,0.27853386664719104,-0.4870209516493965,-0.15026180841485706
255,8,14,-0.08062706073492434,-0.16225385510255566,-0.2369499216630493
256,8,23,0.20225855437193635,-0.27640070803364114,-0.17978497470877258
257,8,24,0.03827526507122523,-0.22277303976107177,-0.19009977550211712
258,8,25,0.20108638909914278,-0.3414089715843174,-0.28147893549676023
259,8,26,0.03265937111194785,-0.23413793475510833,-0.3150186365421295
260,8,27,0.25699149592572806,-0.17210454028797356,-0.4209976627999711
261,8,28,0.06825700522803202,-0.23489108723225535,-0.36550044614464333
262,8,29,0.27074948613967126,-0.1552237155640099,-0.42399878405908087
263,8,30,0.09215095449892431,-0.20984861968303295,-0.37366313039531035
264,8,31,0.2527219244492481,-0.23547033594906702,-0.5163615506019091
265,8,500,-0.025437944180931652,-0.5254776428183692,0.06209063672045356
266,8,504,-0.03634890076762925,-0.549853428754042,0.08088909873608884
267,8,633,-0.048257461752272655,-0.5286821890137445,0.1272830769363987
268,8,699,-0.012484163889956488,-0.4976480452991093,0.02838064470734633
269,8,746,-0.07197517789470075,-0.5118360095940746,0.13227146356677477
270,8,862,-0.01391268331536444,-0.5408301031707341,0.12770890453479147
271,8,966,0.014364409914976346,-0.5462091835276593,0.13359336454657592
272,9,0,-0.018252209653094653,-0.4962067970964579,0.0939811633659478
273,9,1,-0.00602511114494603,-0.5223701301429828,0.1304263886854993
274,9,2,0.0066845917442616845,-0.5286734794335144,0.1354423489719986
275,9,3,0.020712659316041885,-0.5305702764084675,0.14049839673579315
276,9,4,-0.04332835160892742,-0.4944972632649822,0.12763453818770001
277,9,5,-0.054048828474380875,-0.4858368297507351,0.12955143510125
278,9,6,-0.06334275891356081,-0.4739225045986812,0.13330412446681617
279,9,7,0.04429809067562154,-0.5230033912401353,0.1515648022064256
280,9,8,-0.0784095563269811,-0.4352003227617439,0.14885441854371806
281,9,9,0.009273152809608564,-0.4930086527042724,0.07071390892875798
282,9,10,-0.024871893608405058,-0.4640150059760695,0.06776034055712436
283,9,11,0.15978869839857204,-0.46920051083985564,0.07355421927300933
284,9,12,-0.10321285809445263,-0.30244893260387584,0.07134706239995789
285,9,13,0.27744430314427465,-0.4880566083777526,-0.15097508369122598
286,9,14,-0.08086369588029407,-0.16281181551854226,-0.23899257739684376
287,9,23,0.20589698252331,-0.26258858673107977,-0.1869542303883287
288,9,24,0.03851265790374397,-0.21187247905677947,-0.19479956528621756
289,9,25,0.21645895686740518,-0.3161412587082474,-0.29890851938390023
290,9,26,0.026499734291562264,-0.239682424384619,-0.31113167581718393
291,9,27,0.25763289330737843,-0.17364404118982732,-0.4195307907153095
292,9,28,0.06196010431655408,-0.2426315678438127,-0.35855997010926843
293,9,29,0.2784210653350436,-0.14207316478363732,-0.43243685692031125
294,9,30,0.07763043243077314,-0.23002937598335263,-0.35876304191778247
295,9,31,0.2608547845280599,-0.22290392938335354,-0.5273838122779385
296,9,500,-0.02550655220844419,-0.5196954337764706,0.061992776700830546
297,9,504,-0.036697560005377154,-0.5443392004322517,0.08045744199770402
298,9,633,-0.04754118196705178,-0.52247043591955,0.12704005540056892
299,9,699,-0.012381636651386616,-0.4909938181436724,0.027448083200480963
300,9,746,-0.07064431042356996,-0.5058220807408744,0.13183696118957178
301,9,862,-0.014136446766903874,-0.5340021908213464,0.12748193807736577
302,9,966,0.01447632950938549,-0.5384108250022694,0.13272755156662347
303,10,0,-0.01826952751135932,-0.4904594458061404,0.09342109951499991
304,10,1,-0.006494225635180203,-0.5150346151812417,0.13082548128037844
305,10,2,0.0073816182549265195,-0.5208755352133813,0.13573781760107234
306,10,3,0.02160654508054261,-0.5222517029360529,0.14065212842154437
307,10,4,-0.042531265535636104,-0.4902032656816467,0.12717078162033196
308,10,5,-0.053536951671870746,-0.47998316109815975,0.12949968642411433
309,10,6,-0.06337596046055066,-0.4682454399489192,0.13355492154517207
310,10,7,0.04489491327997345,-0.516757294297278,0.15123829314113205
311,10,8,-0.07870672362983734,-0.43125664391690743,0.14671837206002714
312,10,9,0.010199627947865815,-0.485097205098235,0.07004014082396894
313,10,10,-0.02472058922219417,-0.45972625521019483,0.06721489223308133
314,10,11,0.16056399945108396,-0.4660470598021208,0.07041774102293856
315,10,12,-0.1034029890349866,-0.29964499555741675,0.06919742037415798
316,10,13,0.2772417671438227,-0.4897279588291175,-0.15666182281304433
317,10,14,-0.08191660104944747,-0.1604824304669118,-0.24448634589461904
318,10,23,0.2063368261844151,-0.256617312873089,-0.1885455803818495
319,10,24,0.03867319952621299,-0.20801791375984408,-0.19568882836507348
320,10,25,0.22809268376744882,-0.28186049510003924,-0.32233150909367186
321,10,26,0.026499734291562264,-0.239682424384619,-0.31113167581718393
322,10,27,0.22044846007659105,-0.1764834338567985,-0.40161044016930597
323,10,28,0.0615710063201672,-0.24516009725605117,-0.35630685756858876
324,10,29,0.22431633440205168,-0.18645714563996266,-0.3961519070334273
325,10,30,0.07763043243077314,-0.23002937598335263,-0.35876304191778247
326,10,31,0.26769471948698076,-0.19188847709221427,-0.5530131345030465
327,10,500,-0.023927242978519957,-0.5145282928749602,0.061928481824675446
328,10,504,-0.035075002671943606,-0.5390603831967768,0.0803475647249521
329,10,633,-0.04618136227245933,-0.5168764979126529,0.12682062348908626
330,10,699,-0.011932985441961821,-0.48681255790808065,0.028203722541303135
331,10,746,-0.06967599318427964,-0.5000069418009645,0.13138433184672457
332,10,862,-0.012640762860586215,-0.5293776898241127,0.12718075016003405
333,10,966,0.015448369927026062,-0.5342608084405217,0.13269045733697854
334,11,0,-0.01872606935182612,-0.48564330445629483,0.09286494376721799
335,11,1,-0.006556689600432576,-0.5078294624116347,0.1295722305939861
336,11,2,0.008171812466036897,-0.5145326553436659,0.13397881572972986
337,11,3,0.022723434346251934,-0.515738842736665,0.13925304757365703
338,11,4,-0.04269953909578156,-0.48589715796708627,0.12696091797423387
339,11,5,-0.05382843997157342,-0.475572741516204,0.12930454991763246
340,11,6,-0.06360519145433549,-0.46432291786815316,0.13362667551531432
341,11,7,0.04761350222599948,-0.5092501648060996,0.15098445909773356
342,11,8,-0.07825116821119375,-0.43081249038526276,0.1471207198615194
343,11,9,0.009999220606934192,-0.47772647069303764,0.06879301765621458
344,11,10,-0.02529018459572028,-0.45340770031924454,0.06696018955560964
345,11,11,0.16346976599519106,-0.4560001128224656,0.06965952380458393
346,11,12,-0.10517274157716994,-0.2941028394172959,0.06859677435430216
347,11,13,0.2770016067708511,-0.4902612087958254,-0.16101182218431756
348,11,14,-0.08248388126847735,-0.15399633791987588,-0.24541331896015997
349,11,23,0.208740575093869,-0.24313078186124165,-0.19369961154927084
350,11,24,0.038169113547250416,-0.19570425476521178,-0.19728599056598
351,11,25,0.22342254142959828,-0.2894225009118275,-0.3191253735212425
352,11,26,0.037125547209139256,-0.214439627873098,-0.34191604941621123
353,11,27,0.18506405292510322,-0.2109921575022572,-0.37444240630099995
354,11,28,0.06274700168788606,-0.24380910701550149,-0.35742731358839175
355,11,29,0.21279137651544994,-0.19389036762807263,-0.38712510194278693
356,11,30,0.07903850984390917,-0.2282837543954701,-0.3588687215410422
357,11,500,-0.024326851120592585,-0.5086247801326699,0.06305136201832341
358,11,504,-0.03516981953798752,-0.5335773470301912,0.08132514893557076
359,11,633,-0.04690780993011703,-0.5120854334115069,0.12721200422241968
360,11,699,-0.011551962925657099,-0.48026780534393493,0.029288565143395544
361,11,746,-0.07150836750763272,-0.4957646942845136,0.13145098031119687
362,11,862,-0.012067898660422674,-0.5233700781599449,0.1280235694062997
363,11,966,0.016988260621295586,-0.5278723822694289,0.13395677771674722
364,12,0,-0.019051559288240805,-0.48296412463963617,0.0922300009148026
365,12,1,-0.00683952593078018,-0.5068208918459487,0.12791614018081923
366,12,2,0.00794465441707977,-0.5115370940474245,0.13311017550220142
367,12,3,0.023141413535666507,-0.5110928729793072,0.13889482875851236
368,12,4,-0.042397983687601434,-0.4857034712745449,0.1254784766664736
369,12,5,-0.05347626635568867,-0.4752331966218835,0.1281055417954041
370,12,6,-0.06291876605714569,-0.46272175097699386,0.13254548323178025
371,12,7,0.04848511324612134,-0.5016553332814923,0.15139756019823086
372,12,8,-0.07798945038713555,-0.4293453195841078,0.14631567314810628
373,12,9,0.009865417760634593,-0.4708846761947872,0.06881897395051668
374,12,10,-0.025544917060206285,-0.4510544406546894,0.06650291071733981
375,12,11,0.16729463973239686,-0.44580746466495536,0.06848739912776751
376,12,12,-0.10566254429519925,-0.2915230499840833,0.06851351506176756
377,12,13,0.2796423145344396,-0.48868102921036216,-0.16410558764548672
378,12,14,-0.08253779870580898,-0.15191050493190894,-0.24318920993843163
379,12,23,0.20756025683714366,-0.23732605396604506,-0.1991789353514159
380,12,24,0.03716346019788349,-0.185785231167314,-0.20254774049875435
381,12,25,0.20331494301727604,-0.30426219417203926,-0.3127847406183103
382,12,26,0.035153952498936845,-0.2133125245287464,-0.35479197547513186
383,12,27,0.15265991632269596,-0.24351971356347182,-0.35163098818082467
384,12,28,0.06211236368285395,-0.24014882367779997,-0.3656899339033264
385,12,29,0.15171148005974575,-0.25347126594668723,-0.35409185874126814
386,12,30,0.0736070402363422,-0.23299670172509399,-0.36164565309538865
387,12,500,-0.023481533044695392,-0.5014237519882263,0.0662892260071402
388,12,504,-0.03477320334702935,-0.5262044483982561,0.08397857437104686
389,12,633,-0.048518623980041004,-0.5056704171539296,0.1299082450998509
390,12,699,-0.010925498892116959,-0.47402672942754215,0.03217885800547878
391,12,746,-0.07313605683528768,-0.49026337947043036,0.13439117485340762
392,12,862,-0.012318938818718973,-0.5163888615858208,0.1308543194858757
393,12,966,0.017127407084544046,-0.5208901685461309,0.13637560700502602
394,13,0,-0.018912158030893664,-0.47826012720250466,0.09195427630384038
395,13,1,-0.006247446888394579,-0.5002481079794252,0.12765641280582432
396,13,2,0.009301585896137332,-0.5039276544676692,0.1327784864834982
397,13,3,0.02427695492042315,-0.5050495662495258,0.13903470459670556
398,13,4,-0.041028668503392124,-0.48071366805526283,0.12563318981117394
399,13,5,-0.051704759510001155,-0.46955012358673004,0.12895737523061132
400,13,6,-0.06118973668088644,-0.45765704623550285,0.1331023303502255
